Year,OSHPD ID,Manufacturer Name,Date Reported,NDC Number,Drug Product Description,WAC Effective Date,WAC Increase Amount,WAC After Increase,Patent Expiration Date,Drug Source Type,Unit Sales Volume in US,Unit Sales Volume Non-Public Indicator,Cost Increase Factors,Cost Increase Factors Non-Public Indicator,Change Improvement Description,Change Improvement Non-Public Indicator,Acquisition Date,Company Acquired From,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,WAC at Acquisition,WAC Year Prior to Acquisition,Year Drug Introduced to Market,WAC at Intro to Market,Supporting Documents,General Comments
2020,Rx0000015,AstraZeneca ,3/31/2020,310678030,Qtern 5mg-10mg Tablets 30 Count Bottle,1/1/2020,14.77,507.18,12/16/2029,Single Source Drug,10919684,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,,,,,,,,,,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597014030,TRADJENTA 5 MG TABLET 30,1/1/2020,26.17,462.34,3/5/2031,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=369,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597014061,TRADJENTA 5 MG TABLET 100,1/1/2020,87.23,1541.13,3/5/2031,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=370,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597014618,JENTADUETO 2.5 MG-500 MG 180,1/1/2020,78.51,1387.02,6/4/2030,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=373,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597014660,JENTADUETO 2.5 MG-500 MG 60,1/1/2020,26.17,462.34,6/4/2030,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=374,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597014718,JENTADUETO 2.5 MG-850 MG 180,1/1/2020,78.51,1387.02,6/4/2030,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=375,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597014760,JENTADUETO 2.5 MG-850 MG 60,1/1/2020,26.17,462.34,6/4/2030,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=376,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597014818,"JENTADUETO 2.5 MG-1,000 MG 180",1/1/2020,78.51,1387.02,6/4/2030,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=377,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000016,Janssen,3/31/2020,50458014090,INVOKANA® Strength:100mg Package Size:90 Form:Tablet,1/20/2020,72.67,1555.61,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597014860,"JENTADUETO 2.5 MG-1,000 MG 60",1/1/2020,26.17,462.34,6/4/2030,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=378,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597015230,JARDIANCE 10 MG TABLET 30,1/1/2020,29.57,522.42,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=379,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597015237,JARDIANCE 10 MG 30 TABLET,1/1/2020,29.57,522.42,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=380,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597015290,JARDIANCE 10 MG TABLET 90,1/1/2020,88.71,1567.25,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=381,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597015330,JARDIANCE 25 MG TABLET 30,1/1/2020,29.57,522.42,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=382,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597017518,"SYNJARDY 5-1,000 MG 180",1/1/2020,88.71,1567.25,4/3/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=391,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597017560,"SYNJARDY 5-1,000 MG 60",1/1/2020,29.57,522.42,4/3/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=392,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597018018,SYNJARDY 12.5-500 MG 180,1/1/2020,88.71,1567.25,4/3/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=393,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597018060,SYNJARDY 12.5-500 MG 60,1/1/2020,29.57,522.42,4/3/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=394,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597027073,"JENTADUETO XR 2.5 MG-1,000 MG 60",1/1/2020,26.17,462.34,3/6/2033,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=396,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597027094,"JENTADUETO XR 2.5 MG-1,000 MG 180",1/1/2020,78.51,1387.02,3/6/2033,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=397,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000016,Janssen,3/31/2020,50458014130,INVOKANA® Strength:300mg Package Size:30 Form:Tablet,1/20/2020,24.22,518.53,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597027533,"JENTADUETO XR 5 MG-1,000 MG TB 30",1/1/2020,26.17,462.34,3/6/2033,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=398,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597027581,"JENTADUETO XR 5 MG-1,000 MG TB 90",1/1/2020,78.51,1387.02,3/6/2033,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=399,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597028073,"SYNJARDY XR 10 mg-1,000 mg 30",1/1/2020,29.57,522.42,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=400,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597028090,"SYNJARDY XR 10 mg-1,000 mg 90",1/1/2020,88.71,1567.25,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=401,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597029059,"SYNJARDY XR 5 mg-1,000 mg 180",1/1/2020,88.71,1567.25,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=406,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000016,Janssen,3/31/2020,50458014190,INVOKANA® Strength:300mg Package Size:90 Form:Tablet,1/20/2020,72.67,1555.61,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597029074,"SYNJARDY XR 5 mg-1,000 mg 60",1/1/2020,29.57,522.42,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=407,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597029578,"SYNJARDY XR 25 mg-1,000 mg 90",1/1/2020,88.71,1567.25,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=408,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597029588,"SYNJARDY XR 25 mg-1,000 mg 30",1/1/2020,29.57,522.42,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=409,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597030045,"SYNJARDY XR 12.5 mg-1,000 mg 60",1/1/2020,29.57,522.42,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=410,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000038,Boehringer Ingelheim,3/31/2020,597030093,"SYNJARDY XR 12.5 mg-1,000 mg 180",1/1/2020,88.71,1567.25,6/11/2034,Single Source Drug,,1,,1,,1,,,,,,,,,,https://reports.siera.oshpd.ca.gov/api/report/drug-pricing/attachment?id=411,"For Column F as reflected in the FDA publication, Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”), the latest patent expiration is provided. Not acquired within the last five years."
2020,Rx0000016,Janssen,3/31/2020,50458014030,INVOKANA® Strength:100mg Package Size:30 Form:Tablet,1/20/2020,24.22,518.53,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000016,Janssen,3/31/2020,50458054060,INVOKAMET® Strength:50/500 MG Package Size:60 Form:Tablet,1/20/2020,24.22,518.54,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000016,Janssen,3/31/2020,50458054160,INVOKAMET® Strength:50/1000 MG Package Size:60 Form:Tablet,1/20/2020,24.22,518.54,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000016,Janssen,3/31/2020,50458054260,INVOKAMET® Strength:150/500 MG Package Size:60 Form:Tablet,1/20/2020,24.22,518.54,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000016,Janssen,3/31/2020,50458054360,INVOKAMET® Strength:150/1000 MG Package Size:60 Form:Tablet,1/20/2020,24.22,518.54,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000016,Janssen,3/31/2020,50458094001,INVOKAMET® XR Strength:50/500 MG Package Size:60 Form:Tablet,1/20/2020,24.22,518.54,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000016,Janssen,3/31/2020,50458094101,INVOKAMET® XR Strength:50/1000 MG Package Size:60 Form:Tablet,1/20/2020,24.22,518.54,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000016,Janssen,3/31/2020,50458094201,INVOKAMET® XR Strength:150/500 MG Package Size:60 Form:Tablet,1/20/2020,24.22,518.54,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000016,Janssen,3/31/2020,50458094301,INVOKAMET® XR Strength:150/1000 MG Package Size:60 Form:Tablet,1/20/2020,24.22,518.54,2/26/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2020."
2020,Rx0000092,"Santarus, Inc.",3/31/2020,68012025820,"CYCLOSET (bromocriptine mesytate tablets) 0.8 mg tablets, 200 ct",1/9/2020,50.32,889.06,4/30/2032,Single Source Drug,,1,,1,,1,,,,,,,,,,,The product was not acquired within the last 5 years.
