Year,OSHPD ID,Manufacturer Name,Date Reported,NDC Number,Drug Product Description,WAC Effective Date,WAC Increase Amount,WAC After Increase,Patent Expiration Date,Drug Source Type,Unit Sales Volume in US,Unit Sales Volume Non-Public Indicator,Cost Increase Factors,Cost Increase Factors Non-Public Indicator,Change Improvement Description,Change Improvement Non-Public Indicator,Acquisition Date,Company Acquired From,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,WAC at Acquisition,WAC Year Prior to Acquisition,Year Drug Introduced to Market,WAC at Intro to Market,Supporting Documents,General Comments
2020,Rx0000015,AstraZeneca ,03/31/2020,00310620530,Farxiga 5mg Tablets 30 Count Bottle,01/01/2020,14.77,507.18,05/26/2030,Single Source Drug,590696676,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are ""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,02/01/2014,Bristol-Myers Squibb,2700000000,,"AstraZeneca paid Bristol-Myers Squibb $2.7 billion of initial consideration. AstraZeneca has also agreed to pay up to $1.4 billion in regulatory, launch and sales payments, and various sales-related royalty payments up until 2025, $600 million of which relates to the approval of Farxiga in the US. In addition, AstraZeneca may make payments of up to $225 million when certain assets are subsequently transferred.",289.20,289.20,2014,289.20,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
2020,Rx0000015,AstraZeneca ,03/31/2020,00310621030,Farxiga 10mg Tablets 30 Count Bottle,01/01/2020,14.77,507.18,05/26/2030,Single Source Drug,1438170485,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,02/01/2014,Bristol-Myers Squibb,2700000000,,"AstraZeneca paid Bristol-Myers Squibb $2.7 billion of initial consideration. AstraZeneca has also agreed to pay up to $1.4 billion in regulatory, launch and sales payments, and various sales-related royalty payments up until 2025, $600 million of which relates to the approval of Farxiga in the US. In addition, AstraZeneca may make payments of up to $225 million when certain assets are subsequently transferred.",289.20,289.20,2014,289.20,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
2020,Rx0000015,AstraZeneca ,03/31/2020,00310621030,Farxiga 10mg Tablets 30 Count Bottle,01/01/2020,14.77,507.18,05/26/2030,Single Source Drug,1438170485,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,02/01/2014,Bristol-Myers Squibb,2700000000,,"AstraZeneca paid Bristol-Myers Squibb $2.7 billion of initial consideration. AstraZeneca has also agreed to pay up to $1.4 billion in regulatory, launch and sales payments, and various sales-related royalty payments up until 2025, $600 million of which relates to the approval of Farxiga in the US. In addition, AstraZeneca may make payments of up to $225 million when certain assets are subsequently transferred.",289.20,289.20,2014,289.20,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
2020,Rx0000015,AstraZeneca ,03/31/2020,00310625030,Xigduo XR 5-500mg Tablets 30 Count Bottle,01/01/2020,14.77,507.18,11/12/2030,Single Source Drug,23387060,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,,,,,,,,,,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
2020,Rx0000015,AstraZeneca ,03/31/2020,00310625030,Xigduo XR 5-500mg Tablets 30 Count Bottle,01/01/2020,14.77,507.18,11/12/2030,Single Source Drug,23387060,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,,,,,,,,,,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
2020,Rx0000015,AstraZeneca ,03/31/2020,00310626060,Xigduo XR 5-1000mg Tablets 60 Count Bottle,01/01/2020,14.77,507.18,11/12/2030,Single Source Drug,237728896,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,,,,,,,,,,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
2020,Rx0000015,AstraZeneca ,03/31/2020,00310626060,Xigduo XR 5-1000mg Tablets 60 Count Bottle,01/01/2020,14.77,507.18,11/12/2030,Single Source Drug,237728896,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,,,,,,,,,,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
2020,Rx0000015,AstraZeneca ,03/31/2020,00310627030,Xigduo XR 10-500mg Tablets 30 Count Bottle,01/01/2020,14.77,507.18,11/12/2030,Single Source Drug,13548819,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,,,,,,,,,,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
2020,Rx0000015,AstraZeneca ,03/31/2020,00310627030,Xigduo XR 10-500mg Tablets 30 Count Bottle,01/01/2020,14.77,507.18,11/12/2030,Single Source Drug,13548819,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,,,,,,,,,,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
2020,Rx0000015,AstraZeneca ,03/31/2020,00310628030,Xigduo XR 10-1000mg Tablets 30 Count Bottle,01/01/2020,14.77,507.18,11/12/2030,Single Source Drug,128234044,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,,,,,,,,,,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
2020,Rx0000015,AstraZeneca ,03/31/2020,00310628030,Xigduo XR 10-1000mg Tablets 30 Count Bottle,01/01/2020,14.77,507.18,11/12/2030,Single Source Drug,128234044,,"""AstraZeneca makes decisions on price revisions annually based on market conditions, a common practice across the industry. These decisions are designed to help us invest in bringing new medicines to market to address unmet patient needs and improve the lives of patients.  When making pricing decisions AstraZeneca takes the following actions:                                                                                  
- We take into account not only the budget impact to payers but also consider patient out of pocket costs to ensure that our treatments reach the patients who need them.                                                                                                          
- We seek feedback from payers and providers through meetings, advisory boards, and third party research.                                                                                                                                                                                                              
- We price responsibly and in line with current treatment costs where treatment options exist.                                                                                                                                                                                                                                            
- We consider factors such as Annual CPI-U rates and increases in manufacturing and transportation costs.                                                                                                                                                                                                                           
- We reinvest into R&D to identify future medicines to improve the lives of patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """,,"AstraZeneca is a science-led biopharmaceutical business, and our innovative medicines are used by millions of patients worldwide.  Patients and science are at the heart of everything we do, and we put careful consideration into determining the value and ultimately the cost of our medicines. Many factors go into these decisions such as the benefits our medicines provide and their potential to reduce healthcare spending on other costlier medical procedures. Equally important, these decisions enable us to invest in discovering and developing future innovative medicines where new treatments are needed.",,,,,,,,,,,,"We note that § 96065, Wholesale Acquisition Cost Increase Notification, subparagraph (c), states as follows: “Total wholesale acquisition cost increase includes the current proposed wholesale acquisition cost increase and the sum of the wholesale acquisition cost increases that occurred in the current calendar year to date and the two previous calendar years.” AstraZeneca’s current proposed WAC increase is effective January 1, 2020. The price increases for the two previous calendar years were effective January 1, 2019 and January 1, 2018, respectively. We believe that the plain language of § 96065 (c) unambiguously supports our original reporting methodology. Nevertheless, in order to resolve this issue amicably, we are submitting this amended report."
